4,Опишу свои впечатления. Мышь выглядит достойно, подсветка логотипа и клавиш регулируется в любые цвета, можно отключить, подсветка на колесике меняет цвета в зависимости от DPI, можно так регулировать только. У меня большая рука, лежит хорошо, мышь имеет стандартный размер, как и мой Deathadder. Они сделали эти боковые кнопочки маленькие как для меня, на ощуп не ощущаю где какая, недостаточно выпуклостей, за неделю кое как приучился угадывать, но сложно, хотя у меня толстые пальцы) и кнопку слева красную тоже неудобно нажимать надо хорошо сгибать палец, теряем время на эту процедуру. Вес со всеми грузиками, точно как и мой Deathadder. Очень жесткий шнур, он постоянно тягает мышу, а не она его, это реально бесит. Еще они сделали, что это не доп.кнопки, а мыше надо назначать кнопки на клавиатуре, терпимо но хотелось бы иметь её, как доп.кнопки, типа мышь1, мышь2, мышь3 и т.д. Вообщем есть много недостатков, но терпимые, если вы не терпила и есть денег больше берите Razer Naga Expert MMO 2014 Edition, там всё как надо. А это бюджетный вариант, где приходится мириться с вышеописанными недоделками. Если сравнивать с Razer этой я разочарован, но и цена выше, так что приходится терпеть) Качество самой мышки хорошее, нет претензий.
5,Пришла наконец-то мышь! Весьма годная. Отрегулировал вес под себя грузиками, настроил резкость курсора и подсветку. Вбил хот-кеи (для игр, хотя можно и просто для винды\программ назначить различные действия). Удобное место для безимянного пальца прямо на мышке (сижу привыкаю ^^). Из незначительных недостатков: трудно дотянуться до последнего ряда хот-кеев (не то что бы трудно, просто отвлекаюсь с непривычки, но они по сути мне пока и не нужны).
5,Отличная игровая мышка, очень нравится! Дополнительные кнопки как раз попали под большой палец руки, дотягиваюсь до всех!
5,Забрал сегодня, мышь очень понравилась, но радость была не долгой, при проверке дома оказалось, что не работает кнопка G12, нажимается как и все остальные, но ничего не происходит, устанавливал ПО, переназначал функцию этой кнопки, сбрасывал к заводским настройкам - безрезультатно. Завтра поеду возвращать.
4,Купил себе.Честно говоря,ожидал большего,но она не так плоха.Скр отклика 1 мс.Кнопки DPI поставили довльно удобно,кнопка слева от лкм очень удобна.12 кнопок слева нажимаются с усилием,что мне не понравилось.Также,не покупайте эту мышку,если у вас маленькая рука.Можно отрегулировать вес мышки с помощью утяжилителей,что имеет важность.Мышка предназначена для ММО игр.Думаю,что стоит своих денег.Для меня заняло время,чтобы привыкнуть к ней.Пользуюсь свободно,неудобств не испытываю,регулярно играю в ММО,доп. кнопки активно принимают участие.Стоит своих денег.
