5,Все работает, спасибо
5,Брал для tv box,работает отлично...
5,Цена- главное!!!
4,Без инструкции не каждый поймет, что USB- приемник находится внутри батарейного отсека.
1,прочитал отзывы, вроде неплохие, цена просто супер, решил заказать. После подключения курсор еле двигался, думал, проблема в батарейках, что шли в комплекте, купил новые - то же самое, еле курсор передвигается. Возможно, мышь рассчитана только для использования на соответствующих ковриках, но на обычном компьютерном столике с ней работать не удается
1,Мышка не рабочая пришла: т.е. при включении курсор на середине экрана, а при передвижении - просто ползет вниз экрана и там остается. Не отправляла обратно, так как включила не сразу, а сервисный центр не обратилась - так ведь цена такая, что дешевле другую купить, чем с этой что-то делать. Очень неприятно получилось
3,Поганий товар,на 2 метри від передатчика не працює, написано 10 вставив нові батарейки Sony. Але як на найдешевшу працює і добре.
1,Мышь просто ужас, за такую цену так особенно. Курсор тормознутый и неадекватный, то еле ползает, а то летает так что и не заметить. Сигнал пропадает на расстоянии 1-2 метра, что на телевизоре, что на компе. Вернул, ибо нервов не хватит бороться с ней
4,Нормальная мышь за свои деньги. Использую ее в анероид приставке. Часто теряется сигнал (расстояние около 3 метров между приставкой и креслом где я сижу)
4,немного медленно двигается курсор, нужно привыкнуть. списал на то что мышь эстонская)))
5,Нормальная мышка, все работает отлично!
3,Мдаа. мышка действительно не сильно... Единственный минус - качество работы (то есть по сути основная ее функция) - напрочь перечеркивает все достоинства. Какая то странная работа указателя, тугие кнопки, туго срабатывают. Ощущение, что комп и мышка - два раздельных агрегата и для клика ловишь момент, когда положения обоих совпадают. При отличном удобном размере (таких удобных сейчас мало), нормальной форме и этот лаг с работой указателя и качеством пружинок кнопок перечеркивает все преимущества формы. Сразу думал взять еще одну - очень цена нравится - но опробовав - не уверен, что и эту буду пользовать
3,За свои деньги норм.
5,Нормальная мишка все робота.
