5,Отличная мышка, сенсор отрабатывает отлично. Резиновые проставки по бокам отлично держат пальцы. Софт хоть и надо скачивать, но он позволяет отлично настроить всё под себя.
5,Товар очень хороший. Рекомендую!
5,А как она для CS GO ???
5,Отличная мышь за эти деньги! Уж точно лучше чем моя старая Х7! В руку после старой ложиться и не заметил! Софт рабочий! Правда скачивать нужно с сайта производителя! Диска в комплекте нет! "Розетка",измените описание комплектации!!! Советую тем,кому нужна хорошая мышь за небольшие деньги!
