5,Сподобалась
3,Правая кнопка мыши нажимается просто от веса пальца на ней, пришлось подложить бумагу под кнопку(
5,Купил после того, как поиграл у друга на ней. потом пришел домой и понял, что моя уже слишком древняя. Искал razer, но ту модель не нашел, взял эту из-за компактности и отзывов. Оправдывает цену, по моему тут есть всё что надо. Платить больше смысла не вижу.
