1,Працюють тільки кнопки, курсор відкликається тільки тоді, коли йому вздумається і лише на коврику. Не рекомендую.
5,вчера пришла. брал для андроид приставки. очень понравилась, удобная, средних размеров. работает хорошо. за такую цену хороший выбор.
4,В целом удобная
5,Отличный выбор
